id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0368,P0,"10. Typography, Color & Design-System Foundations",Type-scale coherence,Evidence Gate,DESIGN.md,Use a bounded responsive scale with intentional jumps in hierarchy instead of arbitrary per-section font sizes.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-scale-coherence,control.bq-0368
BQ-0369,P0,"10. Typography, Color & Design-System Foundations",Type-scale coherence,Recovery,DESIGN.md,Use a bounded responsive scale with intentional jumps in hierarchy instead of arbitrary per-section font sizes.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-scale-coherence,control.bq-0369
BQ-0370,P0,"10. Typography, Color & Design-System Foundations",Type-scale coherence,Regression,DESIGN.md,Use a bounded responsive scale with intentional jumps in hierarchy instead of arbitrary per-section font sizes.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.type-scale-coherence,control.bq-0370
BQ-0371,P1,"10. Typography, Color & Design-System Foundations",Line-length control,Contract,DESIGN.md / CREATIVE.md,"Enforce readable measure for body, intro, legal, and dense UI text across viewports.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.line-length-control,control.bq-0371
BQ-0372,P1,"10. Typography, Color & Design-System Foundations",Line-length control,Procedure,DESIGN.md / CREATIVE.md,"Enforce readable measure for body, intro, legal, and dense UI text across viewports.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.line-length-control,control.bq-0372
BQ-0373,P1,"10. Typography, Color & Design-System Foundations",Line-length control,Evidence Gate,DESIGN.md / CREATIVE.md,"Enforce readable measure for body, intro, legal, and dense UI text across viewports.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.line-length-control,control.bq-0373
BQ-0374,P1,"10. Typography, Color & Design-System Foundations",Line-length control,Recovery,DESIGN.md / CREATIVE.md,"Enforce readable measure for body, intro, legal, and dense UI text across viewports.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.line-length-control,control.bq-0374
BQ-0375,P1,"10. Typography, Color & Design-System Foundations",Line-length control,Regression,DESIGN.md / CREATIVE.md,"Enforce readable measure for body, intro, legal, and dense UI text across viewports.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.line-length-control,control.bq-0375
BQ-0376,P1,"10. Typography, Color & Design-System Foundations",Font-pairing rationale,Contract,CREATIVE.md,"Require font choices to support brand character, language coverage, performance, and readability rather than aesthetic novelty alone.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.font-pairing-rationale,control.bq-0376
BQ-0377,P1,"10. Typography, Color & Design-System Foundations",Font-pairing rationale,Procedure,CREATIVE.md,"Require font choices to support brand character, language coverage, performance, and readability rather than aesthetic novelty alone.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.font-pairing-rationale,control.bq-0377
BQ-0378,P1,"10. Typography, Color & Design-System Foundations",Font-pairing rationale,Evidence Gate,CREATIVE.md,"Require font choices to support brand character, language coverage, performance, and readability rather than aesthetic novelty alone.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.font-pairing-rationale,control.bq-0378
BQ-0379,P1,"10. Typography, Color & Design-System Foundations",Font-pairing rationale,Recovery,CREATIVE.md,"Require font choices to support brand character, language coverage, performance, and readability rather than aesthetic novelty alone.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.font-pairing-rationale,control.bq-0379
BQ-0380,P1,"10. Typography, Color & Design-System Foundations",Font-pairing rationale,Regression,CREATIVE.md,"Require font choices to support brand character, language coverage, performance, and readability rather than aesthetic novelty alone.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.font-pairing-rationale,control.bq-0380
BQ-0381,P0,"10. Typography, Color & Design-System Foundations",Color-role semantics,Contract,DESIGN.md,"Assign colors to semantic roles such as canvas, surface, text, muted text, action, success, warning, danger, and focus.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.color-role-semantics,control.bq-0381
BQ-0382,P0,"10. Typography, Color & Design-System Foundations",Color-role semantics,Procedure,DESIGN.md,"Assign colors to semantic roles such as canvas, surface, text, muted text, action, success, warning, danger, and focus.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.color-role-semantics,control.bq-0382
BQ-0383,P0,"10. Typography, Color & Design-System Foundations",Color-role semantics,Evidence Gate,DESIGN.md,"Assign colors to semantic roles such as canvas, surface, text, muted text, action, success, warning, danger, and focus.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.color-role-semantics,control.bq-0383
BQ-0384,P0,"10. Typography, Color & Design-System Foundations",Color-role semantics,Recovery,DESIGN.md,"Assign colors to semantic roles such as canvas, surface, text, muted text, action, success, warning, danger, and focus.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.color-role-semantics,control.bq-0384
BQ-0385,P0,"10. Typography, Color & Design-System Foundations",Color-role semantics,Regression,DESIGN.md,"Assign colors to semantic roles such as canvas, surface, text, muted text, action, success, warning, danger, and focus.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.color-role-semantics,control.bq-0385
BQ-0386,P0,"10. Typography, Color & Design-System Foundations",Contrast-system validation,Contract,DESIGN.md / QA_GATES.md,Validate color combinations at token level so accessible contrast is systemic rather than patched per component.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.contrast-system-validation,control.bq-0386
BQ-0387,P0,"10. Typography, Color & Design-System Foundations",Contrast-system validation,Procedure,DESIGN.md / QA_GATES.md,Validate color combinations at token level so accessible contrast is systemic rather than patched per component.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.contrast-system-validation,control.bq-0387
BQ-0388,P0,"10. Typography, Color & Design-System Foundations",Contrast-system validation,Evidence Gate,DESIGN.md / QA_GATES.md,Validate color combinations at token level so accessible contrast is systemic rather than patched per component.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.contrast-system-validation,control.bq-0388
BQ-0389,P0,"10. Typography, Color & Design-System Foundations",Contrast-system validation,Recovery,DESIGN.md / QA_GATES.md,Validate color combinations at token level so accessible contrast is systemic rather than patched per component.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.contrast-system-validation,control.bq-0389
BQ-0390,P0,"10. Typography, Color & Design-System Foundations",Contrast-system validation,Regression,DESIGN.md / QA_GATES.md,Validate color combinations at token level so accessible contrast is systemic rather than patched per component.,controls/10-typography-color-and-design-system-foundations.md,controls.capability.contrast-system-validation,control.bq-0390
BQ-0391,P1,"10. Typography, Color & Design-System Foundations",Surface-depth discipline,Contract,DESIGN.md / CREATIVE.md,"Define when borders, shadows, fills, overlays, and elevation are allowed to prevent generic card-heavy visual language.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.surface-depth-discipline,control.bq-0391
BQ-0392,P1,"10. Typography, Color & Design-System Foundations",Surface-depth discipline,Procedure,DESIGN.md / CREATIVE.md,"Define when borders, shadows, fills, overlays, and elevation are allowed to prevent generic card-heavy visual language.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.surface-depth-discipline,control.bq-0392
BQ-0393,P1,"10. Typography, Color & Design-System Foundations",Surface-depth discipline,Evidence Gate,DESIGN.md / CREATIVE.md,"Define when borders, shadows, fills, overlays, and elevation are allowed to prevent generic card-heavy visual language.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.surface-depth-discipline,control.bq-0393
BQ-0394,P1,"10. Typography, Color & Design-System Foundations",Surface-depth discipline,Recovery,DESIGN.md / CREATIVE.md,"Define when borders, shadows, fills, overlays, and elevation are allowed to prevent generic card-heavy visual language.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.surface-depth-discipline,control.bq-0394
BQ-0395,P1,"10. Typography, Color & Design-System Foundations",Surface-depth discipline,Regression,DESIGN.md / CREATIVE.md,"Define when borders, shadows, fills, overlays, and elevation are allowed to prevent generic card-heavy visual language.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.surface-depth-discipline,control.bq-0395
BQ-0396,P0,"10. Typography, Color & Design-System Foundations",Token completeness,Contract,DESIGN.md,"Require production design tokens for spacing, radii, borders, typography, color, motion, z-index, containers, and breakpoints.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.token-completeness,control.bq-0396
BQ-0397,P0,"10. Typography, Color & Design-System Foundations",Token completeness,Procedure,DESIGN.md,"Require production design tokens for spacing, radii, borders, typography, color, motion, z-index, containers, and breakpoints.",controls/10-typography-color-and-design-system-foundations.md,controls.capability.token-completeness,control.bq-0397
